Number,Source.Url,Country,Region,Class,Project.Approval.Date,Project.Location,Project.Description,Goal.Project.Number,Objectives,Goal.Contribution,Fap.Contribution,Ma.Contribution,Other.Contribution,TotalBudget,Total.Paid,Fifa.points.2015,Fifa.rank.2015,Fifa.points.2000,Fifa.rank.2000,diff_rank,diff_points,id,Project.Approval.Year
p69,http://www.fifa.com/associations/association=blr/development-activities/goal/index.html,Belarus,C.W. OF IND. STATES,Football pitch,21.03.2007,Sintra,Installation of one natural and two artificial turf pitches. The project includes: heating and floodlights,2,The objectives of this project are;- to maximise usage of the facility throughout the year and under all weather conditions;- to improve the training of youth and women’s teams,400000,0,0,0,5154499,400000,331,101,393,102,1,62,BLR,2007
p70,http://www.fifa.com/associations/association=blr/development-activities/goal/index.html,Belarus,C.W. OF IND. STATES,Football pitch,04.03.2002,Minsk,Installation of an indoor artificial turf pitch,1,The objectives of this project are;- to maximise usage of the facility throughout the year and under all weather conditions;- to rectify the lack of other suitable facilities,399298,0,0,0,399298,399298,331,101,393,102,1,62,BLR,2002
p71,http://www.fifa.com/associations/association=blz/development-activities/goal/index.html,Belize,LATIN AMER. & CARIB,Headquarters,25.09.2012,Belize,"Adaptation of office space for Federation Executives (construction, furniture for offices, computers, projectors and air-conditioning), improvement of lighting of playing fields and activation of FFB programmes (Goal Football).",4,"The objective of this project is to provide professional office space for a full time executive and for the staff. In addition, it will allow for improved administration of Belizean Football and a better atmosphere.;Development of youth football throughout the country.",500000,0,0,0,500000,271172,100,167,93,186,19,-7,BLZ,2012
p72,http://www.fifa.com/associations/association=blz/development-activities/goal/index.html,Belize,LATIN AMER. & CARIB,Headquarters,26.10.2010,Belmopan,"Completion of the headquarters and the technical centre. The project includes: fences, improvements to the VIP and press area, a training football pitch and half-size training pitches",3,The objectives of this project are;-to develop and improve the existing infrastructure;-to comply with international standards,400000,0,0,0,400000,399998,100,167,93,186,19,-7,BLZ,2010
p73,http://www.fifa.com/associations/association=blz/development-activities/goal/index.html,Belize,LATIN AMER. & CARIB,Headquarters,03.12.2006,Belmopan,"Completion of the work initiated under Goal project I. The project includes: changing rooms, spectator stands, a lighting system, parking spaces",2,The objective of this project is;-to complete and develop the previous projects carried out by the association and FIFA,400000,57040,0,0,457040,448969,100,167,93,186,19,-7,BLZ,2006
p74,http://www.fifa.com/associations/association=blz/development-activities/goal/index.html,Belize,LATIN AMER. & CARIB,Headquarters,31.12.2000,Belmopan,"Construction of a technical centre consisting of;football pitches, classrooms, changing rooms, a dormitory, a kitchen, a dining room, an administrative building",1,The objectives of this project are;-to provide infrastructure for the organisation of the association’s educational and youth programme;-to provide the association with adequate facilities for the training of the national teams,400000,47858,0,0,447858,447858,100,167,93,186,19,-7,BLZ,2000
p75,http://www.fifa.com/associations/association=bol/development-activities/goal/index.html,Bolivia,LATIN AMER. & CARIB,Technical centre,22.10.2008,Cochabamba,Completion of the work initiated under Goal Project I. The project includes: administrative offices and equipment,2,The objective of this project is;-to complete and develop the previous project carried out by the association and FIFA,400000,18627,0,0,418627,173302,362,92,505,65,-27,143,BOL,2008
p76,http://www.fifa.com/associations/association=bol/development-activities/goal/index.html,Bolivia,LATIN AMER. & CARIB,Technical centre,03.08.2000,Cochabamba,"Construction of the FBF technical centre in Vinto, Cochabamba",1,"The objective of this project is;-to have facilities adapted to the needs of national teams, education and development programmes",400000,205228,455000,0,1630228,605228,362,92,505,65,-27,143,BOL,2000
p77,http://www.fifa.com/associations/association=bot/development-activities/goal/index.html,Botswana,SUB-SAHARAN AFRICA,Football pitch,27.03.2012,Lekidi,Installation of a football turf pitch at the Lekidi Technical Centre in Gaborone.,3,"This project includes the construction of a football turf pitch within this technical centre. The objectives of this project are;1) To enable continued use of the facility for long hours every day;2) To reduce maintenance costs, mainly water and mowing;3) To enable players to get accustomed to artificial turf surfaces;4) To provide an alternative to the only other pitch available in the facility, which is with natural grass and presently suffers from overuse",500000,48558,0,0,548558,54856,317,105,219,151,46,-98,BWA,2012
p78,http://www.fifa.com/associations/association=bot/development-activities/goal/index.html,Botswana,SUB-SAHARAN AFRICA,Technical centre,02.06.2009,,"Extension of the Facilities of the Technical Center. Construction of a building including dormitories, lecture room, cafeteria and fitness centre for the national teams. The Technical Centre funded through GOAL 1 is located on the same compound as the HQ of the BFA..",2,To provide a functional and modern facility for the development of the capacity in the Technical Center to accommodate the National Teams.,400000,0,0,0,400000,368132,317,105,219,151,46,-98,BWA,2009
p79,http://www.fifa.com/associations/association=bot/development-activities/goal/index.html,Botswana,SUB-SAHARAN AFRICA,Technical centre,04.07.2001,,Technical Centre with two natural turf fields,1,"Preparation of national teams;Education for coaches, referees, administrators and doctors;Youth Development: schools of excellence",400000,83000,0,0,483000,483000,317,105,219,151,46,-98,BWA,2001
p80,http://www.fifa.com/associations/association=bra/development-activities/goal/index.html,Brazil,LATIN AMER. & CARIB,Technical centre,03.09.2013,Terresopolis,Renovation of the Training Centre of CBF in Terresopolis.,4,"The objective is to improve and modernize the current training facility (accommodation/hotel, gym and dressing rooms) in order to provide top quality and a professional environment for Brazilian athletes.",500000,0,0,0,500000,NA,1333,6,822,1,-5,-511,BRA,2013
p81,http://www.fifa.com/associations/association=bra/development-activities/goal/index.html,Brazil,LATIN AMER. & CARIB,IT projects,22.10.2008,Rio de Janeiro,Implementation of an IT solution to develop a good working network within the whole country,3,The objective of this project is;-to improve the quality and flow of communication between the association and the regional associations,400000,0,0,64366,400000,464366,1333,6,822,1,-5,-511,BRA,2008
p82,http://www.fifa.com/associations/association=bra/development-activities/goal/index.html,Brazil,LATIN AMER. & CARIB,Technical centre,15.03.2006,Teresopolis,Completion of the work initiated under Goal project I. The project includes: additional classrooms and referee training programmes,2,The objective of this project is;-to develop different education programmes,400000,0,0,0,400000,400000,1333,6,822,1,-5,-511,BRA,2006
p83,http://www.fifa.com/associations/association=bra/development-activities/goal/index.html,Brazil,LATIN AMER. & CARIB,Football academy,01.05.2003,Rio de Janeiro,"Construction of a football academy in Teresopolis, Rio de Janeiro",1,The objective of this project is;-to establish a school for the education and preparation of coaches,400000,0,60157,0,460157,400000,1333,6,822,1,-5,-511,BRA,2003
p84,http://www.fifa.com/associations/association=brb/development-activities/goal/index.html,Barbados,LATIN AMER. & CARIB,Headquarters,14.10.2011,Bridgetown,"Construction of the association’s headquarters. The project includes: accommodation for referees, a conference room, a gymnasium, a medical clinic and changing rooms",2,The objectives of the facility are;-to deliver headquarters and administrative offices befitting a football association,500000,101548,0,0,601548,133600,191,142,410,99,-43,219,BRB,2011
p85,http://www.fifa.com/associations/association=brb/development-activities/goal/index.html,Barbados,LATIN AMER. & CARIB,Football pitch,01.12.2009,Bridgetown,Installation of an artificial turf pitch at the technical centre,1,The objective of this project is;-to provide the association with adequate infrastructure for its development programs,400000,595000,0,0,995000,995000,191,142,410,99,-43,219,BRB,2009
p86,http://www.fifa.com/associations/association=bru/development-activities/goal/index.html,Brunei Darussalam,ASIA (EX. NEAR EAST),Football pitch,03.09.2013,,Construction of an artificial pitch and a natural pitch (with dressing rooms and a seated terrace) at the National Training Centre.,2,"ï Provide adequate training venues for the various age-group teams & the national team;ï Provide venues for various age-group festivals/tournaments, and for practical coaching & refereeing courses",500000,506157,0,0,1006157,NA,15,198,64,193,-5,49,BRN,2013
